1534,东鹏特饮 Other,东鹏特饮,,
1543,战马 Other,战马,,
1552,栗子园 Other,栗子园,,
2293,美国红牛其他,美国红牛,,
542,功能性维生素饮料 Others,General,,
2069,魔爪芒果狂欢摩登罐330ml,魔爪,,
1377,魔爪超越摩登罐330,魔爪,,
541,魔爪原味摩登罐330毫升,魔爪,,
543,魔爪 Others,魔爪,,
609,红牛维生素功能饮料250ml,红牛,,
610,红牛牛磺酸强化型饮料250ml,红牛,,
611,红牛奥地利进口劲能饮料250ml,红牛,,
613,红牛 Others,红牛,,
447,混合包装 Others,混合包装,,
2357,伯朗其他,布朗先生,,
1533,星巴克 Other,星巴克,,
2628,星巴克抹茶星冰乐奶茶饮料玻璃瓶装281毫升,星巴克,,
2624,星巴克星倍醇焦香玛奇朵味罐装228毫升,星巴克,,
2625,星巴克星倍醇经典浓郁咖啡罐装228毫升,星巴克,,
2352,星巴克星倍醇经典美式咖啡罐装228毫升,星巴克,,
2353,星巴克星倍醇黑醇摩卡味咖啡罐装228毫升,星巴克,,
1702,星巴克星冰乐冷冻咖啡281毫升,星巴克,,
2354,星巴克星冰乐摩卡风味咖啡瓶281毫升,星巴克,,
2630,星巴克星冰乐香草味咖啡饮料玻璃瓶装281毫升,星巴克,,
1701,星巴克焦糖星冰乐咖啡瓶281毫升,星巴克,,
2626,星巴克红茶星冰乐奶茶饮料玻璃瓶装281毫升,星巴克,,
2631,星巴克经典巧克力饮料瓶装275毫升,星巴克,,
1523,贝纳颂 Other,贝纳颂,,
2330,雀巢咖啡冷萃拿铁风味浓咖啡饮料瓶装280毫升,雀巢咖啡,,
2333,雀巢咖啡冷萃摩卡风味浓咖啡饮料瓶装280毫升,雀巢咖啡,,
2331,雀巢咖啡冷萃美式风味无糖浓咖啡饮料瓶装280毫升,雀巢咖啡,,
1752,雀巢咖啡速溶卡布基诺咖啡罐180毫升,雀巢咖啡,,
2329,雀巢香滑咖啡罐装250毫升,雀巢咖啡,,
337,雀巢香浓咖啡罐装180ML,雀巢咖啡,,
338,雀巢特浓咖啡罐装180ML,雀巢咖啡,,
312,雀巢香滑咖啡罐装180ML,雀巢咖啡,,
811,雀巢即饮咖啡丝滑焦糖风味268ml,雀巢咖啡,,
727,雀巢（Nestle）（丝滑摩卡）咖啡瓶装268ml,雀巢咖啡,,
728,雀巢咖啡丝滑榛果风味咖啡饮料268ml,雀巢咖啡,,
311,雀巢丝滑拿铁咖啡268ml,雀巢咖啡,,
412,雀巢 Others,雀巢咖啡,,
1551,麒麟咖啡Other,麒麟咖啡,,
1698,麒麟火咖直火意式拿铁咖啡瓶440ml,麒麟咖啡,,
1697,麒麟火咖直火烘焙咖啡罐180毫升,麒麟咖啡,,
1699,麒麟火咖直火烘焙奶浓咖啡罐180毫升,麒麟咖啡,,
1696,麒麟火咖美式冰咖啡瓶440毫升,麒麟咖啡,,
436,咖啡 Others,General,,
1349,乔雅 浓香美式 咖啡 饮料 220ml,乔雅,,
1350,乔雅咖啡醇香拿铁220ml,乔雅,,
72,乔雅咖啡浓香经典拉罐180毫升,乔雅,,
74,乔雅咖啡浓香经典塑料瓶268毫升,乔雅,,
75,乔雅咖啡醇香拿铁塑料268,乔雅,,
466,乔雅咖啡焦糖玛琪多塑料268,乔雅,,
697,乔雅美式咖啡杯 340毫升,乔雅,,
698,乔雅咖啡醇香拿铁杯340毫升,乔雅,,
363,乔雅 Others,乔雅,,
1748,雅哈意大利经典咖啡瓶280毫升,统一雅哈,,
933,雅哈拿铁咖啡饮料瓶280ML,统一雅哈,,
307,统一雅哈意式醇香拿铁280ML-CS,统一雅哈,,
308,统一雅哈冰咖啡450ML,统一雅哈,,
414,统一雅哈 Others,统一雅哈,,
1706,三得利利趣拿铁咖啡瓶480毫升,三得利咖啡,,
1527,三得利咖啡 Others,三得利咖啡,,
1498,三得利蜜香暖姜瓶350毫升,三得利果汁,,
2591,三得利蜜香暖柚瓶350毫升,三得利果汁,,
2590,三得利蜜香暖橙瓶350毫升,三得利果汁,,
1497,三得利蜜香暖苹瓶350毫升,三得利果汁,,
330,三得利蜜香清柚柚子味果汁饮料450ML,三得利果汁,,
419,三得利果汁 Others,三得利果汁,,
1689,养元其他,养元,,
1558,名屋 other,名屋,,
1548,天地壹号 Other,天地壹号,,
1500,娃哈哈Hello C凤梨椰香瓶450毫升,娃哈哈果汁,,
1512,娃哈哈来一榨椰汁瓶1.5升,娃哈哈果汁,,
1805,娃哈哈果汁蜂蜜冰糖雪梨瓶450毫升,娃哈哈果汁,,
1285,娃哈哈水果和蔬菜芒果汁饮料300克,娃哈哈果汁,,
1516,娃哈哈番石榴C果汁瓶500毫升,娃哈哈果汁,,
1807,娃哈哈苹果C果汁饮料瓶1.5升,娃哈哈果汁,,
1507,娃哈哈蜜桃C瓶1.5升,娃哈哈果汁,,
1800,娃哈哈问候阳光百香风情芒果复合果汁饮品瓶500毫升,娃哈哈果汁,,
936,娃哈哈橙C橙飲料瓶1.5ML,娃哈哈果汁,,
226,娃哈哈蜂蜜冰糖雪梨梨汁饮料>=10%500ML,娃哈哈果汁,,
378,娃哈哈果汁 Others,娃哈哈果汁,,
352,娃哈哈营养果粒橙汁饮料450ML,娃哈哈果汁,,
353,娃哈哈营养果粒水蜜桃汁饮料450ML,娃哈哈果汁,,
345,娃哈哈来自意大利血橙血橙橙汁饮品450ML,娃哈哈果汁,,
350,娃哈哈HELLO-C柠檬柠檬汁饮料+蜂蜜450ML,娃哈哈果汁,,
351,娃哈哈HELLO-C西柚复合果汁饮料+蜂蜜450ML,娃哈哈果汁,,
346,娃哈哈晶莹葡萄白葡萄汁饮品500ML,娃哈哈果汁,,
347,娃哈哈橙汁饮品500ML,娃哈哈果汁,,
348,娃哈哈葡萄汁饮品500ML,娃哈哈果汁,,
349,娃哈哈水蜜桃汁饮品500ML,娃哈哈果汁,,
1529,宜芙 other,宜芙,,
1553,帕玛拉特 Other,帕玛拉特,,
2292,当西蒙其他,当西蒙其,,
1571,意文 other,意文,,
1549,果倍爽 Other,果倍爽,,
1539,果牛 Other,果牛,,
2356,梅苏其他,梅苏其他,,
1573,洋一 other,洋一,,
1567,清谷田园 other,清谷田园,,
1290,新鲜水果多彩柠檬刷新1.5l,纯果乐,,
1291,新鲜水果柠檬美味果汁500ml,纯果乐,,
1036,新鲜水果纯多彩柠檬清爽美味果汁450毫升,纯果乐,,
1035,新鲜水果纯多彩热带美味饮料果汁1.5升,纯果乐,,
1082,果缤纷 Tropicana 蜜瓜4味 (450ml),纯果乐,,
1297,水果樂趣甜和醉500毫升,纯果乐,,
1300,水果樂趣芒果黃桃味500ml,纯果乐,,
1298,水果樂趣金橙獼猴桃450毫升,纯果乐,,
1325,纯果乐果缤纷凤梨 + 柠檬 + 苹果 复合果汁饮料塑料瓶500毫升,纯果乐,,
2641,纯果乐果缤纷复合果汁橙子和猕猴桃瓶1500毫升,纯果乐,,
2640,纯果乐果缤纷复合果汁橙子和猕猴桃瓶500毫升,纯果乐,,
2290,纯果乐果缤纷荔枝椰青味瓶装500毫升,纯果乐,,
2642,纯果乐柠爽葡醉味复合果汁饮料瓶装 1.25 升+250毫升,纯果乐,,
321,纯果乐鲜果粒橙粒果汁饮料塑料瓶1250ML-CS,纯果乐,,
716,纯果乐果缤纷金橙百香果味500ml,纯果乐,,
950,纯果乐蜜桃樱桃味果汁塑料瓶 500 毫升,纯果乐,,
952,新鮮水果純淨水果500ml,纯果乐,,
320,纯果乐鲜果粒热带美味果粒果汁塑料瓶500ML-CS,纯果乐,,
418,纯果乐 Others,纯果乐,,
1535,绿杰 Other,绿杰,,
1853,芭提娅其他,芭提娅,,
1556,莱果仕 Other,莱果仕,,
1572,莱滋柠檬 other,莱滋柠檬,,
1318,雪菲力果汁 Others,雪菲力果汁,,
1313,雪菲力荔枝味复合果汁利乐包 250毫升,雪菲力果汁,,
438,果汁 Others,General,,
333,统一鲜橙多果汁饮料塑料瓶1250ML-CS,统一果汁,,
713,统一 鲜橙多 2L,统一果汁,,
788,统一果汁 Others,统一果汁,,
220,统一芒果多果汁饮料>=10%塑料瓶2000ML-CS,统一果汁,,
221,统一蜜桃多蜜桃果汁饮料≥10%塑料瓶2000ML,统一果汁,,
215,统一蜜桃多蜜桃果汁饮料≥10%砖型包装250ML,统一果汁,,
216,统一鲜橙多鲜橙果汁饮料≥10%砖型包装250ML,统一果汁,,
332,统一蜜桃多蜜桃果汁饮料塑料瓶450ML,统一果汁,,
217,统一芒果多果汁饮料>=10%塑料瓶450ML-CS,统一果汁,,
218,统一葡萄多葡萄果汁饮料>=10%塑料瓶450ML-CS,统一果汁,,
219,统一鲜橙多果汁饮料>=10%塑料瓶450ML-CS,统一果汁,,
1055,天喔茶庄 C满E 柠檬汁+西柚汁 500 毫升,天喔茶庄果汁,,
1057,天喔茶庄C满E柠檬汁+水蜜桃 500 毫升,天喔茶庄果汁,,
1059,天喔茶庄C满E柠檬汁+百香果汁500毫升,天喔茶庄果汁,,
1056,天喔茶庄C满E柠檬汁+石榴汁 500 毫升,天喔茶庄果汁,,
1058,天喔茶庄C满E柠檬汁+芒果汁500毫升,天喔茶庄果汁,,
1283,天喔茶庄C满E柠檬汁+西柚汁 500毫升,天喔茶庄果汁,,
214,天喔天喔茶庄口感清爽C满柠檬果汁饮料10%塑料瓶500ML,天喔茶庄果汁,,
376,天喔茶庄果汁 Others,天喔茶庄果汁,,
1774,美汁源果粒橙420ML,美汁源,,
1330,美汁源玫瑰风味葡萄汁饮料塑料瓶1升,美汁源,,
2071,美汁源百香果柠檬420ML,美汁源,,
686,美汁源爽粒花语槐花风味葡萄汁塑料瓶 1公升,美汁源,,
687,美汁源三重果粒橙橙汁塑料瓶 1公升,美汁源,,
688,美汁源热带果粒热带风味复合果汁塑料瓶 1公升,美汁源,,
536,美汁源 淳萃柠 复合果汁饮料1L,美汁源,,
538,美汁源淳萃橙1L,美汁源,,
99,美汁源果粒橙塑料瓶 1.25公升,美汁源,,
101,美汁源热带果粒塑料1.25L,美汁源,,
106,美汁源白葡萄塑料1.25L,美汁源,,
87,美汁源粒橙塑料1.8,美汁源,,
627,美汁源果粒橙康美包 190毫升,美汁源,,
85,美汁源果粒雪梨塑料260,美汁源,,
83,美汁源粒橙塑料260,美汁源,,
84,美汁源果粒苹果塑料260,美汁源,,
629,美汁源果粒橙塑料瓶300毫升,美汁源,,
593,美汁源果粒橙摩登罐 310毫升,美汁源,,
86,美汁源果粒橙罐装310,美汁源,,
535,美汁源淳萃柠 塑料瓶毫升350毫升,美汁源,,
537,美汁源淳萃橙汁饮料塑料瓶350毫升,美汁源,,
623,美汁源三重果粒橙橙汁塑料瓶 420ml,美汁源,,
624,美汁源爽粒花语玫瑰 塑料 420,美汁源,,
625,美汁源爽粒花语槐花 塑料 420,美汁源,,
626,美汁源热带果粒热带风味复合塑料420ml,美汁源,,
89,美汁源粒橙450,美汁源,,
90,美汁源果粒苹果塑料450,美汁源,,
100,美汁源热带果粒450,美汁源,,
102,美汁源白葡萄450ml,美汁源,,
103,美汁源芒果塑料450ml,美汁源,,
104,美汁源果粒雪梨塑料450,美汁源,,
105,美汁源爽粒红葡萄塑料450,美汁源,,
516,美汁源果粒橙瓜拉纳风味塑料瓶 450毫升,美汁源,,
88,美汁源果粒橙塑料750毫升,美汁源,,
442,美汁源 Others,美汁源,,
1275,五大湖紫葡萄汁600ml,大湖,,
1037,大湖100%苹果葡萄汁1 l,大湖,,
1038,大湖100％红葡萄汁600毫升,大湖,,
1279,大湖原味苹果汁255毫升,大湖,,
1284,大湖原汁桃1l,大湖,,
1277,大湖明亮的橙汁橙汁2l,大湖,,
1801,大湖明朗山楂果汁饮料瓶1升,大湖,,
1799,大湖明朗猕猴桃果汁饮料瓶1升,大湖,,
1274,大湖橙汁255毫升,大湖,,
1804,大湖西柚果汁饮料瓶1升,大湖,,
937,五大湖100％苹果汁瓶1L,大湖,,
939,五大湖100％橙汁1L,大湖,,
938,五大湖100％苹果汁瓶600ml,大湖,,
375,大湖 Others,大湖,,
2286,康师傅冰糖香柚瓶装500毫升,康师傅果汁,,
1047,康师傅水晶葡萄果汁瓶1升,康师傅果汁,,
1048,康师傅陈皮酸梅汁 500 ml,康师傅果汁,,
916,康師傅桃（塑料瓶）1000ML,康师傅果汁,,
927,康師傅鮮橙（塑料瓶）1000ML,康师傅果汁,,
186,康师傅冰糖雪梨梨汁果汁饮料>=10%塑料瓶1500ML-CS,康师傅果汁,,
189,康师傅鲜果橙1500ML,康师傅果汁,,
190,康师傅水蜜桃果汁饮料果汁含量>=10%塑料瓶1500ML-CS,康师傅果汁,,
191,康师傅鲜果橙2000ML,康师傅果汁,,
192,康师傅水晶葡萄果汁饮料>=10%2000ML-CS,康师傅果汁,,
193,康师傅水蜜桃汁>=10%塑料瓶2000ML-CS,康师傅果汁,,
931,康师傅冰糖雪梨（利乐包装）250毫升,康师傅果汁,,
924,康師傅桃（罐裝）310ML,康师傅果汁,,
928,康師傅冰糖悉尼（罐頭）310ML,康师傅果汁,,
930,康師傅番石榴汁（塑料瓶）450ML,康师傅果汁,,
188,康师傅水蜜桃汁>=10%塑料瓶450ML-CS,康师傅果汁,,
323,康师傅水晶葡萄450ml,康师傅果汁,,
324,康师傅鲜果橙橙水果饮料450ml,康师傅果汁,,
183,康师傅传养果荟冰糖山楂水果饮料>=5%塑料瓶500ML-CS,康师傅果汁,,
184,康师傅冰糖雪梨果汁饮料>=10%塑料瓶500ML-CS,康师傅果汁,,
236,康师傅冰糖柠檬500ml,康师傅果汁,,
185,康师傅冰糖雪梨果汁饮料果汁含量>=10%塑料瓶1l,康师傅果汁,,
434,康师傅果汁 Others,康师傅果汁,,
377,汇源奇异王果 Others,汇源奇异王果,,
234,椰树天然椰子果汁饮料砖型包装1000ML,正宗椰树,,
730,椰树 椰汁正宗椰树牌椰子汁饮料 1.25L,正宗椰树,,
232,椰树椰汁果汁饮料罐装245ML,正宗椰树,,
233,椰树天然椰子果汁饮料砖型包装245ML,正宗椰树,,
711,海南椰树牌椰汁330ml,正宗椰树,,
388,正宗椰树 Other,正宗椰树,,
229,味全每日C鲜橙果汁100%需冷藏塑料瓶300ML,味全每日 C,,
389,味全每日 C Others,味全每日 C,,
951,统一冰糖雪梨饮料1升,统一饮养四季,,
224,统一冰糖雪梨梨汁饮料>=10%塑料瓶2000ML-CS,统一饮养四季,,
222,统一冰糖雪梨果汁饮料>=10%砖型包装250ML-CS,统一饮养四季,,
334,统一冰糖金橘水果饮料塑料瓶500ML-CS,统一饮养四季,,
223,统一冰糖雪梨梨汁饮料>=10%塑料瓶500ML,统一饮养四季,,
417,统一饮养四季 Others,统一饮养四季,,
1711,农夫果园30％果汁水果混合瓶1.8升,农夫果园,,
604,农夫果园30％橙橙色Pineberry 1.8L,农夫果园,,
210,农夫果园30%混合果蔬饮料塑料瓶1800ML,农夫果园,,
211,农夫果园30%混合果蔬苹果西柚芒果橙葡萄果汁饮料塑料瓶500ML,农夫果园,,
209,农夫果园番茄+草莓+樱桃李+葡萄+黑加仑混合饮料30%塑料瓶500ML,农夫果园,,
603,农夫果园30％橙500ml,农夫果园,,
369,农夫果园 Others,农夫果园,,
328,汇源果汁果乐果汁饮料柠檬+苹果500ml,汇源果汁果乐,,
329,汇源果汁果乐果汁饮料橙子+苹果 500ml,汇源果汁果乐,,
429,汇源果汁果乐 Others,汇源果汁果乐,,
187,康师傅传养果荟蜂蜜柚子汁果汁饮料>=2.5%塑料瓶500ML-CS,康师傅传养果荟,,
364,康师傅传养果荟 Others,康师傅传养果荟,,
1514,汇源100％桃复合果汁 330毫升,汇源,,
1508,汇源100％橙汁 330毫升,汇源,,
1509,汇源100％苹果汁 330毫升,汇源,,
2617,汇源果粒王橙汁饮料瓶装2.5升,汇源,,
1503,汇源果肉多桃汁纸浆瓶2.5升,汇源,,
1504,汇源果肉多橙果汁瓶2.5升,汇源,,
1293,汇源桃汁2l,汇源,,
1040,汇源桃汁瓶1.5升,汇源,,
1044,汇源桃花蜜汁1升,汇源,,
1039,汇源橙汁瓶2升,汇源,,
1046,汇源橙汁瓶500毫升,汇源,,
1041,汇源猕猴桃果汁塑料瓶2.5升,汇源,,
1042,汇源芒果汁500毫升,汇源,,
1294,汇源花蜜桃汁2.5l,汇源,,
1043,汇源菠蘿汁1升,汇源,,
1499,汇源鲜果饮橙汁 200毫升,汇源,,
1808,汇源鲜果饮橙汁250毫升,汇源,,
1505,汇源鲜果饮芒果汁 250毫升,汇源,,
959,汇源鮮桃果汁1升,汇源,,
955,匯源胡蘿蔔鮮桃果汁1升,汇源,,
197,汇源100%橙汁果汁砖型包装1000ML-CS,汇源,,
198,汇源苹果果汁100%砖型包装1000ML,汇源,,
199,汇源葡萄果汁100%砖型包装1000ML,汇源,,
200,汇源草莓果肉果汁≥40%砖型包装1000ML-CS,汇源,,
201,汇源桃果肉果汁≥40%砖型包装1000ML,汇源,,
194,汇源100%鲜橙汁砖型包装200ML-CS,汇源,,
195,汇源苹果果汁100%砖型包装200ML,汇源,,
196,汇源鲜桃果肉果汁100%砖型包装200ML,汇源,,
202,汇源100%葡萄汁200ML,汇源,,
205,汇源橙果汁≥30%塑料瓶2500ML,汇源,,
392,汇源 Others,汇源,,
1766,康师傅蜜桃小酪瓶500毫升,康师傅轻养果荟,,
322,康师傅蜂蜜酸枣500ML,康师傅轻养果荟,,
335,康师傅酸梅汤果汁饮料塑料瓶500ml,康师傅轻养果荟,,
760,康师傅营养水果马蹄500毫升,康师傅轻养果荟,,
602,康师傅轻养果荟蜂蜜柚子500ml,康师傅轻养果荟,,
731,康师傅 海晶柠檬500ml,康师傅轻养果荟,,
732,康师傅 芒果小酪500ml,康师傅轻养果荟,,
431,康师傅轻养果荟 Others,康师傅轻养果荟,,
923,康師傅蜂蜜香櫞（罐裝）310ML,康师傅轻养果荟,,
2337,康师傅每日C沁爽葡萄汁饮品罐装310毫升,康师傅每日C,,
2339,康师傅每日C活力黑加仑味复合果汁饮品瓶装330毫升,康师傅每日C,,
2340,康师傅每日C阳光甜橙味复合果汁饮品瓶装330毫升,康师傅每日C,,
2338,康师傅每日C阳光甜橙味复合果汁饮品瓶装500毫升,康师傅每日C,,
2589,康师傅每日C阳光甜橙橙汁饮品罐装310毫升,康师傅每日C,,
325,康师傅每日C红葡萄汁饮料塑料瓶500ml,康师傅每日C,,
326,康师傅每日C水晶葡萄果汁饮料塑料瓶500ml,康师傅每日C,,
327,康师傅每日C阳光甜橙橙汁饮品 500ml,康师傅每日C,,
428,康师傅每日C Others,康师傅每日C,,
82,酷儿橙汁1.5L,酷儿果汁,,
640,酷儿橙汁塑料瓶 300毫升,酷儿果汁,,
76,酷儿橙汁拉罐310,酷儿果汁,,
485,酷儿橙汁塑料瓶 450毫升,酷儿果汁,,
79,酷儿苹果塑料450,酷儿果汁,,
80,酷儿葡萄450ML,酷儿果汁,,
81,酷儿蜜桃塑料450,酷儿果汁,,
443,酷儿果汁 Others,酷儿果汁,,
212,水溶C100金装柠檬汁饮料445ML,农夫山泉水溶 C100,,
213,水溶C100西柚果汁饮料≥12%塑料瓶445ML,农夫山泉水溶 C100,,
606,水溶C100青皮橘饮料瓶装445ML,农夫山泉水溶 C100,,
391,农夫山泉水溶 C100 Others,农夫山泉水溶 C100,,
446,Bottle Cap,General,,
435,Irrelevant,General,,
1550,伊利 Other,伊利,,
1546,伊利安慕希希腊酸奶 Others,伊利安慕希希腊酸奶,,
1568,伊利果粒 other,伊利果粒,,
1540,伊利畅意 Others,伊利畅意,,
