2069,魔爪芒果狂欢摩登罐330ml,魔爪,魔爪芒果狂欢罐装330毫升,
1377,魔爪超越摩登罐330,魔爪,魔爪超越高罐装330毫升,
541,魔爪原味摩登罐330毫升,魔爪,魔爪高罐装330毫升,
609,红牛维生素功能饮料250ml,红牛,红牛罐装250毫升,
610,红牛牛磺酸强化型饮料250ml,红牛,红牛牛磺酸强化型高罐装250毫升,
611,红牛奥地利进口劲能饮料250ml,红牛,红牛劲能饮料罐装250毫升,
2624,星巴克星倍醇焦香玛奇朵味罐装228毫升,星巴克,星巴克浓咖啡饮料焦香玛奇朵味罐装228毫升,
2625,星巴克星倍醇经典浓郁咖啡罐装228毫升,星巴克,星巴克咖啡饮料经典浓郁罐装228毫升,
2352,星巴克星倍醇经典美式咖啡罐装228毫升,星巴克,星巴克浓咖啡饮料星倍醇经典美式罐装228毫升,
2353,星巴克星倍醇黑醇摩卡味咖啡罐装228毫升,星巴克,星巴克浓咖啡饮料黑醇摩卡味罐装228毫升,
2354,星巴克星冰乐摩卡风味咖啡瓶281毫升,星巴克,星巴克咖啡饮料摩卡味玻璃瓶装281毫升,
2630,星巴克星冰乐香草味咖啡饮料玻璃瓶装281毫升,星巴克,星巴克咖啡饮料香草味玻璃瓶装281毫升,
1701,星巴克焦糖星冰乐咖啡瓶281毫升,星巴克,星巴克咖啡饮料焦糖味玻璃瓶装281毫升,
2626,星巴克红茶星冰乐奶茶饮料玻璃瓶装281毫升,星巴克,星巴克奶茶饮料红茶星冰乐玻璃瓶装281毫升,
2631,星巴克经典巧克力饮料瓶装275毫升,星巴克,星巴克含乳饮料经典巧克力味铝瓶装275毫升,
2330,雀巢咖啡冷萃拿铁风味浓咖啡饮料瓶装280毫升,雀巢咖啡,雀巢浓咖啡饮料冷萃拿铁风味瓶装280毫升,
2333,雀巢咖啡冷萃摩卡风味浓咖啡饮料瓶装280毫升,雀巢咖啡,雀巢浓咖啡饮料冷萃摩卡风味瓶装280毫升,
2331,雀巢咖啡冷萃美式风味无糖浓咖啡饮料瓶装280毫升,雀巢咖啡,雀巢浓咖啡饮料无糖冷萃美式风味瓶装280毫升,
2329,雀巢香滑咖啡罐装250毫升,雀巢咖啡,雀巢咖啡香滑罐装250毫升,
337,雀巢香浓咖啡罐装180ML,雀巢咖啡,雀巢咖啡浓香焙煎罐装180毫升,
338,雀巢特浓咖啡罐装180ML,雀巢咖啡,雀巢咖啡特浓罐装180毫升,
312,雀巢香滑咖啡罐装180ML,雀巢咖啡,雀巢咖啡原醇香滑罐装180毫升,
811,雀巢即饮咖啡丝滑焦糖风味268ml,雀巢咖啡,雀巢咖啡丝滑焦糖风味瓶装268毫升,
727,雀巢（Nestle）（丝滑摩卡）咖啡瓶装268ml,雀巢咖啡,雀巢咖啡丝滑摩卡瓶装268毫升,
728,雀巢咖啡丝滑榛果风味咖啡饮料268ml,雀巢咖啡,雀巢咖啡丝滑榛果风味瓶装268毫升,
311,雀巢丝滑拿铁咖啡268ml,雀巢咖啡,雀巢咖啡丝滑拿铁瓶装268毫升,
1698,麒麟火咖直火意式拿铁咖啡瓶440ml,麒麟咖啡,怡宝KIRIN火咖意式拿铁咖啡瓶装440毫升,
1696,麒麟火咖美式冰咖啡瓶440毫升,麒麟咖啡,怡宝KIRIN火咖美式冰咖啡瓶装440毫升,
1349,乔雅 浓香美式 咖啡 饮料 220ml,乔雅,乔雅浓香美式罐装220毫升,
1350,乔雅咖啡醇香拿铁220ml,乔雅,乔雅醇香拿铁罐装220毫升,
72,乔雅咖啡浓香经典拉罐180毫升,乔雅,乔雅浓香经典罐装180毫升,
74,乔雅咖啡浓香经典塑料瓶268毫升,乔雅,乔雅浓香经典瓶装268毫升,
75,乔雅咖啡醇香拿铁塑料268,乔雅,乔雅醇香拿铁瓶装268毫升,
466,乔雅咖啡焦糖玛琪多塑料268,乔雅,乔雅焦糖玛琪多瓶装268毫升,
697,乔雅美式咖啡杯 340毫升,乔雅,乔雅浓香美式杯装340毫升,
698,乔雅咖啡醇香拿铁杯340毫升,乔雅,乔雅醇香拿铁杯装340毫升,
1748,雅哈意大利经典咖啡瓶280毫升,统一雅哈,统一雅哈意式经典瓶装280毫升,
933,雅哈拿铁咖啡饮料瓶280ML,统一雅哈,统一雅哈醇香拿铁瓶装280毫升,
307,统一雅哈意式醇香拿铁280ML-CS,统一雅哈,统一雅哈咖啡意式醇香拿铁瓶装280毫升,
308,统一雅哈冰咖啡450ML,统一雅哈,统一雅哈冰咖啡瓶装450毫升,
1706,三得利利趣拿铁咖啡瓶480毫升,三得利咖啡,三得利利趣拿铁瓶装480毫升,
1498,三得利蜜香暖姜瓶350毫升,三得利果汁,三得利蜜香暖姜瓶装350毫升,
2591,三得利蜜香暖柚瓶350毫升,三得利果汁,三得利蜜香暖柚瓶装350毫升,
2590,三得利蜜香暖橙瓶350毫升,三得利果汁,三得利蜜香暖橙瓶装350毫升,
1497,三得利蜜香暖苹瓶350毫升,三得利果汁,三得利蜜香暖苹瓶装350毫升,
330,三得利蜜香清柚柚子味果汁饮料450ML,三得利果汁,三得利蜜香清柚瓶装450毫升,
1500,娃哈哈Hello C凤梨椰香瓶450毫升,娃哈哈果汁,娃哈哈HELLO-C凤梨椰香复合果汁饮料瓶装450毫升,
1512,娃哈哈来一榨椰汁瓶1.5升,娃哈哈果汁,娃哈哈来一榨椰汁瓶装1500毫升,
1805,娃哈哈果汁蜂蜜冰糖雪梨瓶450毫升,娃哈哈果汁,娃哈哈蜂蜜冰糖雪梨瓶装450毫升,
1516,娃哈哈番石榴C果汁瓶500毫升,娃哈哈果汁,娃哈哈番石榴C瓶装500毫升,
1807,娃哈哈苹果C果汁饮料瓶1.5升,娃哈哈果汁,娃哈哈苹果C瓶装1500毫升,
1507,娃哈哈蜜桃C瓶1.5升,娃哈哈果汁,娃哈哈蜜桃C瓶装1500毫升,
1800,娃哈哈问候阳光百香风情芒果复合果汁饮品瓶500毫升,娃哈哈果汁,娃哈哈问候阳光百香风情芒果复合果汁饮品瓶装500毫升,
936,娃哈哈橙C橙飲料瓶1.5ML,娃哈哈果汁,娃哈哈香橙C橙汁饮料瓶装1500克,
226,娃哈哈蜂蜜冰糖雪梨梨汁饮料>=10%500ML,娃哈哈果汁,娃哈哈蜂蜜冰糖雪梨瓶装500毫升,
352,娃哈哈营养果粒橙汁饮料450ML,娃哈哈果汁,娃哈哈营养果粒橙汁饮料瓶装450毫升,
353,娃哈哈营养果粒水蜜桃汁饮料450ML,娃哈哈果汁,娃哈哈营养果粒水蜜桃饮料瓶装450毫升,
345,娃哈哈来自意大利血橙血橙橙汁饮品450ML,娃哈哈果汁,娃哈哈来自意大利血橙瓶装450毫升,
350,娃哈哈HELLO-C柠檬柠檬汁饮料+蜂蜜450ML,娃哈哈果汁,娃哈哈HELLO-C柠檬汁饮料瓶装450毫升,
351,娃哈哈HELLO-C西柚复合果汁饮料+蜂蜜450ML,娃哈哈果汁,娃哈哈HELLO-C柚复合果汁饮料瓶装450毫升,
346,娃哈哈晶莹葡萄白葡萄汁饮品500ML,娃哈哈果汁,娃哈哈晶莹葡萄白葡萄汁饮品瓶装500毫升,
347,娃哈哈橙汁饮品500ML,娃哈哈果汁,娃哈哈橙汁饮品瓶装500毫升,
348,娃哈哈葡萄汁饮品500ML,娃哈哈果汁,娃哈哈葡萄汁饮品瓶装500毫升,
349,娃哈哈水蜜桃汁饮品500ML,娃哈哈果汁,娃哈哈水蜜桃汁饮品瓶装500毫升,
1082,果缤纷 Tropicana 蜜瓜4味 (450ml),纯果乐,Tropicana纯果乐果缤纷蜜瓜美味瓶装450毫升,
1325,纯果乐果缤纷凤梨 + 柠檬 + 苹果 复合果汁饮料塑料瓶500毫升,纯果乐,Tropicana纯果乐果缤纷凤梨柠檬味瓶装450毫升,
2641,纯果乐果缤纷复合果汁橙子和猕猴桃瓶1500毫升,纯果乐,Tropicana纯果乐果缤纷金橙奇异果味瓶装1250毫升,
2640,纯果乐果缤纷复合果汁橙子和猕猴桃瓶500毫升,纯果乐,Tropicana纯果乐果缤纷金橙百香果味瓶装450毫升,
2290,纯果乐果缤纷荔枝椰青味瓶装500毫升,纯果乐,Tropicana纯果乐果缤纷荔枝椰青味瓶装450毫升,
2642,纯果乐柠爽葡醉味复合果汁饮料瓶装 1.25 升+250毫升,纯果乐,Tropicana纯果乐果缤纷柠爽葡醉味瓶装1250毫升,
716,纯果乐果缤纷金橙百香果味500ml,纯果乐,Tropicana纯果乐果缤纷金橙百香果味瓶装450毫升,
950,纯果乐蜜桃樱桃味果汁塑料瓶 500 毫升,纯果乐,Tropicana纯果乐果缤纷蜜桃樱桃味瓶装450毫升,
320,纯果乐鲜果粒热带美味果粒果汁塑料瓶500ML-CS,纯果乐,Tropicana纯果乐果缤纷热带美味瓶装450毫升,
1313,雪菲力荔枝味复合果汁利乐包 250毫升,雪菲力果汁,雪菲力荔枝饮料盒装250毫升,
333,统一鲜橙多果汁饮料塑料瓶1250ML-CS,统一果汁,统一鲜橙多瓶装1500毫升,
713,统一 鲜橙多 2L,统一果汁,统一鲜橙多瓶装2000毫升,
220,统一芒果多果汁饮料>=10%塑料瓶2000ML-CS,统一果汁,统一芒果多瓶装2000毫升,
221,统一蜜桃多蜜桃果汁饮料≥10%塑料瓶2000ML,统一果汁,统一蜜桃多瓶装2000毫升,
215,统一蜜桃多蜜桃果汁饮料≥10%砖型包装250ML,统一果汁,统一蜜桃多盒装250毫升,
216,统一鲜橙多鲜橙果汁饮料≥10%砖型包装250ML,统一果汁,统一鲜橙多盒装250毫升,
332,统一蜜桃多蜜桃果汁饮料塑料瓶450ML,统一果汁,统一蜜桃多瓶装450毫升,
217,统一芒果多果汁饮料>=10%塑料瓶450ML-CS,统一果汁,统一芒果多瓶装450毫升,
218,统一葡萄多葡萄果汁饮料>=10%塑料瓶450ML-CS,统一果汁,统一葡萄多瓶装450毫升,
219,统一鲜橙多果汁饮料>=10%塑料瓶450ML-CS,统一果汁,统一鲜橙多瓶装450毫升,
1055,天喔茶庄 C满E 柠檬汁+西柚汁 500 毫升,天喔茶庄果汁,天喔茶庄C满E柠檬汁+西柚汁瓶装500毫升,
1057,天喔茶庄C满E柠檬汁+水蜜桃 500 毫升,天喔茶庄果汁,天喔茶庄C满E柠檬汁+水蜜桃汁瓶装500毫升,
1059,天喔茶庄C满E柠檬汁+百香果汁500毫升,天喔茶庄果汁,天喔茶庄C满E柠檬汁+百香果汁瓶装500毫升,
1056,天喔茶庄C满E柠檬汁+石榴汁 500 毫升,天喔茶庄果汁,天喔茶庄C满E柠檬汁+石榴汁瓶装500毫升,
1058,天喔茶庄C满E柠檬汁+芒果汁500毫升,天喔茶庄果汁,天喔茶庄C满E柠檬汁+芒果汁瓶装500毫升,
1283,天喔茶庄C满E柠檬汁+西柚汁 500毫升,天喔茶庄果汁,天喔茶庄C满E柠檬汁+西柚汁瓶装500毫升,
1774,美汁源果粒橙420ML,美汁源,美汁源果粒橙瓶装420毫升,
1330,美汁源玫瑰风味葡萄汁饮料塑料瓶1升,美汁源,美汁源爽粒花语红葡萄+玫瑰瓶装1000毫升,
2071,美汁源百香果柠檬420ML,美汁源,美汁源百香果柠檬复合果汁饮料瓶装420毫升,
686,美汁源爽粒花语槐花风味葡萄汁塑料瓶 1公升,美汁源,美汁源爽粒花语白葡萄+槐花瓶装1000毫升,
687,美汁源三重果粒橙橙汁塑料瓶 1公升,美汁源,美汁源三重果粒橙瓶装1000毫升,
688,美汁源热带果粒热带风味复合果汁塑料瓶 1公升,美汁源,美汁源热带果粒瓶装1000毫升,
536,美汁源 淳萃柠 复合果汁饮料1L,美汁源,美汁源淳萃柠瓶装1000毫升,
538,美汁源淳萃橙1L,美汁源,美汁源淳萃橙瓶装1000毫升,
99,美汁源果粒橙塑料瓶 1.25公升,美汁源,美汁源果粒橙瓶装1250毫升,
101,美汁源热带果粒塑料1.25L,美汁源,美汁源热带果粒瓶装1250毫升,
106,美汁源白葡萄塑料1.25L,美汁源,美汁源爽粒葡萄瓶装1250毫升,
87,美汁源粒橙塑料1.8,美汁源,美汁源果粒橙瓶装1800毫升,
627,美汁源果粒橙康美包 190毫升,美汁源,美汁源果粒橙盒装190毫升,
85,美汁源果粒雪梨塑料260,美汁源,美汁源果粒雪梨瓶装260毫升,
83,美汁源粒橙塑料260,美汁源,美汁源果粒橙瓶装260毫升,
84,美汁源果粒苹果塑料260,美汁源,美汁源果粒苹果瓶装260毫升,
629,美汁源果粒橙塑料瓶300毫升,美汁源,美汁源果粒橙瓶装300毫升,
593,美汁源果粒橙摩登罐 310毫升,美汁源,美汁源果粒橙高罐装310毫升,
86,美汁源果粒橙罐装310,美汁源,美汁源果粒橙罐装310毫升,
535,美汁源淳萃柠 塑料瓶毫升350毫升,美汁源,美汁源淳萃柠瓶装350毫升,
537,美汁源淳萃橙汁饮料塑料瓶350毫升,美汁源,美汁源淳萃橙瓶装350毫升,
623,美汁源三重果粒橙橙汁塑料瓶 420ml,美汁源,美汁源三重果粒橙瓶装420毫升,
624,美汁源爽粒花语玫瑰 塑料 420,美汁源,美汁源爽粒花语红葡萄+玫瑰瓶装420毫升,
625,美汁源爽粒花语槐花 塑料 420,美汁源,美汁源爽粒花语白葡萄+槐花瓶装420毫升,
626,美汁源热带果粒热带风味复合塑料420ml,美汁源,美汁源热带果粒瓶装420毫升,
89,美汁源粒橙450,美汁源,美汁源果粒橙瓶装450毫升,
90,美汁源果粒苹果塑料450,美汁源,美汁源果粒苹果瓶装450毫升,
100,美汁源热带果粒450,美汁源,美汁源热带果粒瓶装450毫升,
102,美汁源白葡萄450ml,美汁源,美汁源爽粒葡萄瓶装450毫升,
103,美汁源芒果塑料450ml,美汁源,美汁源果粒芒果瓶装450毫升,
104,美汁源果粒雪梨塑料450,美汁源,美汁源果粒雪梨瓶装450毫升,
105,美汁源爽粒红葡萄塑料450,美汁源,美汁源爽粒红葡萄瓶装450毫升,
516,美汁源果粒橙瓜拉纳风味塑料瓶 450毫升,美汁源,美汁源果粒橙瓜拉纳风味瓶装450毫升,
88,美汁源果粒橙塑料750毫升,美汁源,美汁源果粒橙瓶装750毫升,
1275,五大湖紫葡萄汁600ml,大湖,大湖GreatLakes100%紫葡萄汁玻璃瓶装600毫升,
1037,大湖100%苹果葡萄汁1 l,大湖,大湖GreatLakes100%苹果葡萄汁瓶装1000毫升,
1038,大湖100％红葡萄汁600毫升,大湖,大湖GreatLakes100%红葡萄汁玻璃瓶装600毫升,
1279,大湖原味苹果汁255毫升,大湖,大湖GreatLakes100%苹果汁玻璃瓶装255毫升,
1284,大湖原汁桃1l,大湖,大湖GreatLakes100%桃汁瓶装1000毫升,
1277,大湖明亮的橙汁橙汁2l,大湖,大湖明朗橙口味饮料瓶装2000毫升,
1801,大湖明朗山楂果汁饮料瓶1升,大湖,大湖明朗山楂口味饮料瓶装1000毫升,
1799,大湖明朗猕猴桃果汁饮料瓶1升,大湖,大湖明朗猕猴桃味饮料瓶装1000毫升,
1274,大湖橙汁255毫升,大湖,大湖GreatLakes100%橙汁玻璃瓶装255毫升,
1804,大湖西柚果汁饮料瓶1升,大湖,大湖GreatLakes100%西柚汁瓶装1000毫升,
937,五大湖100％苹果汁瓶1L,大湖,大湖GreatLakes100%苹果汁瓶装1000毫升,
939,五大湖100％橙汁1L,大湖,大湖GreatLakes100%橙汁瓶装1000毫升,
938,五大湖100％苹果汁瓶600ml,大湖,大湖GreatLakes100%苹果汁玻璃瓶装600毫升,
2286,康师傅冰糖香柚瓶装500毫升,康师傅果汁,康师傅冰糖香柚瓶装500毫升,
1047,康师傅水晶葡萄果汁瓶1升,康师傅果汁,康师傅水晶葡萄瓶装1000毫升,
1048,康师傅陈皮酸梅汁 500 ml,康师傅果汁,康师傅陈皮酸梅瓶装500毫升,
916,康師傅桃（塑料瓶）1000ML,康师傅果汁,康师傅水蜜桃瓶装1000毫升,
927,康師傅鮮橙（塑料瓶）1000ML,康师傅果汁,康师傅鲜果橙瓶装1000毫升,
186,康师傅冰糖雪梨梨汁果汁饮料>=10%塑料瓶1500ML-CS,康师傅果汁,康师傅冰糖雪梨瓶装1000毫升,
189,康师傅鲜果橙1500ML,康师傅果汁,康师傅鲜果橙瓶装1500毫升,
190,康师傅水蜜桃果汁饮料果汁含量>=10%塑料瓶1500ML-CS,康师傅果汁,康师傅水蜜桃瓶装1500毫升,
191,康师傅鲜果橙2000ML,康师傅果汁,康师傅水蜜桃瓶装2000毫升,
192,康师傅水晶葡萄果汁饮料>=10%2000ML-CS,康师傅果汁,康师傅水晶葡萄瓶装2000毫升,
193,康师傅水蜜桃汁>=10%塑料瓶2000ML-CS,康师傅果汁,康师傅水蜜桃瓶装2000毫升,
931,康师傅冰糖雪梨（利乐包装）250毫升,康师傅果汁,康师傅冰糖雪梨盒装250毫升,
924,康師傅桃（罐裝）310ML,康师傅果汁,康师傅水蜜桃罐装310毫升,
930,康師傅番石榴汁（塑料瓶）450ML,康师傅果汁,康师傅番石榴汁瓶装450毫升,
188,康师傅水蜜桃汁>=10%塑料瓶450ML-CS,康师傅果汁,康师傅水蜜桃瓶装450毫升,
323,康师傅水晶葡萄450ml,康师傅果汁,康师傅水晶葡萄瓶装450毫升,
324,康师傅鲜果橙橙水果饮料450ml,康师傅果汁,康师傅鲜果橙瓶装450毫升,
183,康师傅传养果荟冰糖山楂水果饮料>=5%塑料瓶500ML-CS,康师傅果汁,康师傅冰糖山楂瓶装500毫升,
184,康师傅冰糖雪梨果汁饮料>=10%塑料瓶500ML-CS,康师傅果汁,康师傅冰糖雪梨瓶装500毫升,
236,康师傅冰糖柠檬500ml,康师傅果汁,康师傅冰糖柠檬瓶装500毫升,
185,康师傅冰糖雪梨果汁饮料果汁含量>=10%塑料瓶1l,康师傅果汁,康师傅冰糖雪梨瓶装1000毫升,
234,椰树天然椰子果汁饮料砖型包装1000ML,正宗椰树,正宗椰树牌椰汁植物蛋白饮料盒装1000毫升,
730,椰树 椰汁正宗椰树牌椰子汁饮料 1.25L,正宗椰树,正宗椰树牌椰汁植物蛋白饮料瓶装1250毫升,
232,椰树椰汁果汁饮料罐装245ML,正宗椰树,正宗椰树牌椰汁植物蛋白饮料罐装245毫升,
233,椰树天然椰子果汁饮料砖型包装245ML,正宗椰树,正宗椰树牌椰汁植物蛋白饮料盒装245毫升,
711,海南椰树牌椰汁330ml,正宗椰树,正宗椰树牌椰汁植物蛋白饮料盒装330毫升,
229,味全每日C鲜橙果汁100%需冷藏塑料瓶300ML,味全每日 C,味全每日C100%橙汁瓶装300毫升,
951,统一冰糖雪梨饮料1升,统一饮养四季,统一冰糖雪梨瓶装1000毫升,
224,统一冰糖雪梨梨汁饮料>=10%塑料瓶2000ML-CS,统一饮养四季,统一冰糖雪梨瓶装2000毫升,
222,统一冰糖雪梨果汁饮料>=10%砖型包装250ML-CS,统一饮养四季,统一冰糖雪梨盒装250毫升,
334,统一冰糖金橘水果饮料塑料瓶500ML-CS,统一饮养四季,统一冰糖金橘瓶装500毫升,
223,统一冰糖雪梨梨汁饮料>=10%塑料瓶500ML,统一饮养四季,统一冰糖雪梨瓶装500毫升,
604,农夫果园30％橙橙色Pineberry 1.8L,农夫果园,农夫山泉农夫果园橙+胡萝卜+苹果+菠萝+猕猴桃瓶装1800毫升,
211,农夫果园30%混合果蔬苹果西柚芒果橙葡萄果汁饮料塑料瓶500ML,农夫果园,农夫山泉农夫果园苹果+西柚+芒果+橙+葡萄瓶装500毫升,
209,农夫果园番茄+草莓+樱桃李+葡萄+黑加仑混合饮料30%塑料瓶500ML,农夫果园,农夫山泉农夫果园番茄+草莓+樱桃李+葡萄+黑加仑瓶装500毫升,
603,农夫果园30％橙500ml,农夫果园,农夫山泉农夫果园橙+胡萝卜+苹果+菠萝+猕猴桃瓶装500毫升,
328,汇源果汁果乐果汁饮料柠檬+苹果500ml,汇源果汁果乐,汇源果汁果乐柠檬+苹果瓶装500毫升,
329,汇源果汁果乐果汁饮料橙子+苹果 500ml,汇源果汁果乐,汇源果汁果乐橙子+苹果瓶装500毫升,
187,康师傅传养果荟蜂蜜柚子汁果汁饮料>=2.5%塑料瓶500ML-CS,康师傅传养果荟,康师傅蜂蜜柚子瓶装500毫升,
1514,汇源100％桃复合果汁 330毫升,汇源,汇源100%桃复合果汁盒装330毫升,
1508,汇源100％橙汁 330毫升,汇源,汇源100%橙汁盒装330毫升,
1509,汇源100％苹果汁 330毫升,汇源,汇源100%苹果汁盒装330毫升,
2617,汇源果粒王橙汁饮料瓶装2.5升,汇源,汇源果粒王橙汁饮料瓶装2500毫升,
1503,汇源果肉多桃汁纸浆瓶2.5升,汇源,汇源果肉多桃口味果肉饮料瓶装2500毫升,
1504,汇源果肉多橙果汁瓶2.5升,汇源,汇源果肉多橙汁饮料瓶装2500毫升,
1293,汇源桃汁2l,汇源,汇源桃汁饮料瓶装2000毫升,
1040,汇源桃汁瓶1.5升,汇源,汇源桃汁饮料瓶装1500毫升,
1039,汇源橙汁瓶2升,汇源,汇源橙汁饮料瓶装2000毫升,
1046,汇源橙汁瓶500毫升,汇源,汇源橙汁饮料瓶装500毫升,
1041,汇源猕猴桃果汁塑料瓶2.5升,汇源,汇源果肉多猕猴桃果肉饮料瓶装2500毫升,
1043,汇源菠蘿汁1升,汇源,汇源菠萝汁盒装1000毫升,
1499,汇源鲜果饮橙汁 200毫升,汇源,汇源鲜果饮橙汁盒装200毫升,
1808,汇源鲜果饮橙汁250毫升,汇源,汇源鲜果饮橙汁盒装250毫升,
1505,汇源鲜果饮芒果汁 250毫升,汇源,汇源鲜果饮芒果汁盒装250毫升,
959,汇源鮮桃果汁1升,汇源,汇源100%桃汁盒装1000毫升,
197,汇源100%橙汁果汁砖型包装1000ML-CS,汇源,汇源100%橙汁盒装1000毫升,
198,汇源苹果果汁100%砖型包装1000ML,汇源,汇源100%苹果汁盒装1000毫升,
199,汇源葡萄果汁100%砖型包装1000ML,汇源,汇源100%葡萄汁盒装1000毫升,
200,汇源草莓果肉果汁≥40%砖型包装1000ML-CS,汇源,汇源果肉多草莓口味果肉饮料盒装1000毫升,
201,汇源桃果肉果汁≥40%砖型包装1000ML,汇源,汇源果肉多桃口味果肉饮料盒装1000毫升,
194,汇源100%鲜橙汁砖型包装200ML-CS,汇源,汇源100%橙汁盒装200毫升,
195,汇源苹果果汁100%砖型包装200ML,汇源,汇源100%苹果汁盒装200毫升,
196,汇源鲜桃果肉果汁100%砖型包装200ML,汇源,汇源100%桃汁盒装200毫升,
202,汇源100%葡萄汁200ML,汇源,汇源100%葡萄汁盒装200毫升,
205,汇源橙果汁≥30%塑料瓶2500ML,汇源,汇源果汁系列橙汁瓶装2500毫升,
1766,康师傅蜜桃小酪瓶500毫升,康师傅轻养果荟,康师傅蜜桃小酪瓶装500毫升,
322,康师傅蜂蜜酸枣500ML,康师傅轻养果荟,康师傅蜂蜜酸枣瓶装500毫升,
335,康师傅酸梅汤果汁饮料塑料瓶500ml,康师傅轻养果荟,康师傅酸梅汤瓶装500毫升,
760,康师傅营养水果马蹄500毫升,康师傅轻养果荟,康师傅竹蔗马蹄瓶装500毫升,
602,康师傅轻养果荟蜂蜜柚子500ml,康师傅轻养果荟,康师傅蜂蜜柚子瓶装500毫升,
731,康师傅 海晶柠檬500ml,康师傅轻养果荟,康师傅海晶柠檬瓶装500毫升,
732,康师傅 芒果小酪500ml,康师傅轻养果荟,康师傅芒果小酪瓶装500毫升,
2337,康师傅每日C沁爽葡萄汁饮品罐装310毫升,康师傅每日C,康师傅每日C沁爽葡萄罐装310毫升,
2339,康师傅每日C活力黑加仑味复合果汁饮品瓶装330毫升,康师傅每日C,康师傅每日CPLUS活力黑加仑味瓶装330毫升,
2340,康师傅每日C阳光甜橙味复合果汁饮品瓶装330毫升,康师傅每日C,康师傅每日CPLUS阳光甜橙味瓶装330毫升,
2338,康师傅每日C阳光甜橙味复合果汁饮品瓶装500毫升,康师傅每日C,康师傅每日C阳光甜橙瓶装500毫升,
2589,康师傅每日C阳光甜橙橙汁饮品罐装310毫升,康师傅每日C,康师傅每日C阳光甜橙罐装310毫升,
325,康师傅每日C红葡萄汁饮料塑料瓶500ml,康师傅每日C,康师傅每日C甜润红葡萄瓶装500毫升,
326,康师傅每日C水晶葡萄果汁饮料塑料瓶500ml,康师傅每日C,康师傅每日C水晶葡萄瓶装500毫升,
327,康师傅每日C阳光甜橙橙汁饮品 500ml,康师傅每日C,康师傅每日C阳光甜橙瓶装500毫升,
82,酷儿橙汁1.5L,酷儿果汁,酷儿橙汁瓶装1500毫升,
640,酷儿橙汁塑料瓶 300毫升,酷儿果汁,酷儿橙汁瓶装300毫升,
76,酷儿橙汁拉罐310,酷儿果汁,酷儿橙汁罐装310毫升,
485,酷儿橙汁塑料瓶 450毫升,酷儿果汁,酷儿橙汁瓶装450毫升,
79,酷儿苹果塑料450,酷儿果汁,酷儿苹果汁瓶装450毫升,
80,酷儿葡萄450ML,酷儿果汁,酷儿葡萄汁瓶装450毫升,
81,酷儿蜜桃塑料450,酷儿果汁,酷儿蜜桃汁瓶装450毫升,
